Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Is Training
100000,1.4134022,17.44830827067669,-0.485865,-4.127580384693551,-4.127580384693551,5.980053,0.024493523,0.00029229626,0.19743209,0.0048718606,1.0
200000,1.3778112,33.52600554785021,-2.2845333,-3.318734796662884,-3.318734796662884,1.4957812,0.024211895,0.00027764318,0.19254771,0.0046281307,1.0
300000,1.3171716,72.47963105303613,-1.3184475,-1.3643733628615335,-1.3643733628615335,1.314152,0.023864744,0.00026222854,0.18740949,0.004371734,1.0
400000,1.2584548,154.8780487804878,0.27983016,2.809594059378151,2.809594059378151,1.2232889,0.025267823,0.000247571,0.18252365,0.0041279304,1.0
500000,1.2180493,296.5885885885886,1.7020879,10.238890090146223,10.238890090146223,0.91901654,0.024926554,0.00023289493,0.17763165,0.0038838175,1.0
600000,1.1858863,338.1814946619217,2.6710136,12.520108129630309,12.520108129630309,0.97641957,0.023883823,0.00021745637,0.17248546,0.0036270234,1.0
700000,1.1633838,428.2987012987013,3.2115242,17.311257171424437,17.311257171424437,0.8529705,0.025049547,0.00020204124,0.16734707,0.0033706184,1.0
800000,1.1452307,380.51698113207544,3.534023,14.82622800503137,14.82622800503137,1.0143905,0.023064127,0.00018738909,0.16246301,0.0031269041,1.0
900000,1.1239802,532.5873015873016,3.654058,23.179102752574536,23.179102752574536,0.66089475,0.02389982,0.00017275146,0.15758379,0.0028834315,1.0
1000000,1.1020163,550.6424581005587,4.0256915,24.108429259128783,24.108429259128783,0.6024859,0.023059364,0.0001573466,0.15244883,0.0026271972,1.0
1100000,1.0886331,594.2764705882353,4.211656,26.95848204099644,26.95848204099644,0.49981293,0.022313582,0.00014269738,0.14756578,0.0023835318,1.0
1200000,1.0751346,577.2242424242424,4.3542733,25.973032730275936,25.973032730275936,0.5030118,0.025098866,0.00012803072,0.14267687,0.0021395767,1.0
1300000,1.0673944,684.2352941176471,4.41455,31.786277404797623,31.786277404797623,0.43440825,0.025293658,0.00011259515,0.1375317,0.0018828312,1.0
1400000,1.0611209,727.4148148148148,4.4320683,34.32592902360139,34.32592902360139,0.32691613,0.02348904,9.717823e-05,0.13239273,0.0016263966,1.0
1500000,1.0589868,663.8389261744967,4.5414934,31.038928993596326,31.038928993596326,0.30652782,0.021892155,8.253145e-05,0.12751044,0.0013827715,1.0
1600000,1.0568275,691.2328767123288,4.5518675,32.46712620944193,32.46712620944193,0.3458864,0.024105592,6.782431e-05,0.12260808,0.0011381429,1.0
1700000,1.0535127,702.6592592592592,4.5297737,33.12555855468467,33.12555855468467,0.3263426,0.024619238,5.234425e-05,0.117448054,0.00088065787,1.0
1800000,1.0499825,707.42,4.5698476,33.3336697101593,33.3336697101593,0.2973434,0.025941767,3.7691923e-05,0.11256394,0.0006369408,1.0
1900000,1.0486221,755.4418604651163,4.5218873,35.9821737551874,35.9821737551874,0.30077288,0.022715403,2.3003917e-05,0.10766794,0.00039263017,1.0
2000000,1.0484382,759.2558139534884,4.6193852,36.21201875967573,36.21201875967573,0.26029113,0.0220119,7.5836333e-06,0.10252784,0.00013613947,1.0
